Community,Replicate,Plate,mgCO2.7,mgCO2.14,CPM7,CPM14,pgRPC.7,pgRPC.14,ATP1,ATP4,ATP7,ATP14,mG7,mG14,mN7,mN14,mX7,mX14,mP7,mP14
WYC24,3,G,2.064139796,0.300824872,174600,80800,11.8221065,3.723080099,NA,14.4,6732.2,1939.8,56,57.6,8,18.8,5.6,5.6,104,1299.6
WYC24,4,G,0.446811614,0.225506872,244000,88600,1.831195138,2.545224291,46.8,8.8,14.6,4249.8,8.4,15.2,5.2,6.8,5.2,6.8,50.8,476
WYC25,1,G,2.70E-01,8.60E-01,67600,12200,3.960070552,70.09652078,3718.2,5259.8,2291.4,7542.6,13.6,20.8,9.2,12.8,6,7.2,28,350
WYC25,2,G,0.75639187,0.948929468,15200,80400,49.76262302,11.80260532,6339.4,7988.4,4565.4,6098.8,16.8,15.6,13.2,21.2,6.4,6.8,498,536
WYC25,3,G,1.448352383,0.093906284,136200,277000,10.63401162,0.339011856,NA,4810.2,4232.4,1160.2,35.6,9.2,6.4,7.2,6,4.4,104.4,133.6
WYC25,4,G,0.245954792,0.361649523,291000,27200,0.845205469,13.29593836,1928.2,2652.2,2553.6,1671.6,5.6,16.4,5.2,9.6,5.6,7.2,168.4,249.2
WYC26,1,G,1.70E-01,7.80E-01,169000,90000,0.982890029,8.714542114,3496.2,12872.4,6435.6,13251,10.8,20,6,8.4,5.6,7.2,92.8,830
WYC26,2,G,0.676918955,0.967588854,30600,150000,22.12153447,6.450592363,7727,18955,8586.4,9482,10.8,16.4,7.6,13.6,5.2,6.8,595.6,738
WYC26,3,G,1.625014519,0.263984233,190200,39200,8.54371461,6.734291668,NA,2866.8,7461.2,4215.2,14.4,10.4,6.4,7.2,6,6.4,185.6,248
WYC26,4,G,0.150737161,0.13641463,331000,169800,0.455399278,0.80338416,7819.8,17699.2,8993.8,5345.6,5.2,16.8,5.2,5.2,5.6,7.2,417.6,853.2
WYC27,1,G,3.10E-01,8.90E-01,20800,87200,15.05708859,10.15656469,4997,10163.2,5193.4,10535.2,9.2,12.8,6.8,7.6,6,8.8,37.2,462.4
WYC27,2,G,0.512012537,0.558047086,31600,138000,16.20292839,4.043819464,8068.6,14715,8911.4,8894,16.4,10.4,14,16.8,6.4,8,423.6,378.8
WYC27,3,G,2.088519188,0.34344642,182800,50400,11.42515967,6.814413098,NA,9099.8,7844.2,2973.8,40.8,12.8,8,7.6,6.8,6.8,54.4,101.6
WYC27,4,G,0.228826768,0.262139924,82000,50400,2.79057034,5.201188963,974.6,8713.2,5846.4,4322,6,12,6,8.4,5.2,8.4,112,412.4
WYC28,1,G,5.10E-02,6.70E-01,1800,170800,28.59055432,3.89974936,5822,9029.4,5773.2,10204.8,7.2,14.4,6,6.4,5.2,5.6,44.8,544
WYC28,2,G,0.172833373,0.536210152,1600,108800,108.0208583,4.928402131,17648,8817,7543.4,7824.2,9.2,8.8,5.6,6.4,5.2,5.2,398,672.8
WYC28,3,G,2.525986601,0.474377773,3200,50000,789.3708127,9.487555462,NA,4199.8,5953,3973.2,49.2,6.8,4.4,5.2,5.6,5.6,56.8,227.6
WYC28,4,G,0.067934921,0.06056464,2800,2000,24.26247171,30.28232006,9.2,6622.6,5119.8,4268.2,5.2,12.4,4.8,5.2,5.2,6.4,48.8,460.4
WYC29,1,G,2.20E-01,7.50E-01,9200,37600,23.80119705,19.90820361,17,18,10.6,18.2,4,6.4,4.4,4.8,5.2,4.8,11.2,35.6
WYC29,2,G,0.417838053,0.392691815,4600,87600,90.8343594,4.48278328,27.8,18.6,14.8,8483.8,4,8.4,4,6.4,4.8,5.2,41.2,505.6
WYC29,3,G,1.715363918,0.238996982,215800,62400,7.948859676,3.830079832,NA,18,2910.6,3893.2,8,8,2,4.8,5.6,6,58,81.2
WYC29,4,G,0.195668277,0.183996635,57600,16400,3.397018692,11.219307,7.6,20,17.4,4880.2,5.2,18.8,4.8,5.6,5.2,6.4,42.4,612
WYC30,1,G,3.70E-01,8.50E-01,65800,52000,5.566965505,16.36319852,16,15.4,8,2998.2,4,16.8,4.4,5.2,5.2,5.6,10,53.2
WYC30,2,G,0.603625353,0.620531846,17800,81200,33.91153668,7.642017802,18.8,16,12.4,5080.6,4,35.2,4,9.2,5.2,13.6,40.8,666.4
WYC30,3,G,1.914453349,0.368650802,115200,45400,16.61851866,8.120061716,NA,19.2,2993.8,2193.2,8,10.8,6.4,12.4,5.2,5.6,52.8,150.4
WYC30,4,G,0.267700769,0.317388107,162200,34800,1.650436309,9.120347904,43,13.2,10.4,2224.4,5.2,12,4.8,4.8,5.2,6.4,51.6,325.2
WYC31,1,G,2.00E-01,6.40E-01,132000,445000,1.482335429,1.44104532,924,2174,763.4,2451.2,4.8,8.4,4.8,5.2,5.2,6.4,77.2,1290.8
WYC31,2,G,0.574030678,0.623953485,23600,39800,24.3233338,15.67722324,1646.8,3306,2407.2,3802.6,7.6,6.8,13.6,22.8,6.4,6.4,1216.8,275.6
WYC31,3,G,1.736714976,0.220592055,266000,97200,6.529003667,2.26946559,NA,1824.6,2569.4,1770.6,26,10.8,10.4,8,6.8,6,50.8,1066
WYC31,4,G,0.079775306,0.263984233,117400,168000,0.679517083,1.571334723,11.2,2008,1326.2,2122,5.2,11.2,4.8,6.8,5.2,6.4,39.6,953.2
WYC32,1,G,1.30E-01,6.20E-01,63600,197400,2.038249385,3.126259859,18.4,21398.4,12640,6662,37.2,18,32.4,12.8,8,8.8,20.8,70.4
WYC32,2,G,0.132992615,0.780276109,6000,39800,22.16543583,19.60492735,30.6,21.4,16.2,5137.2,4.4,34,3.6,9.2,4.8,12.8,40,623.2
WYC32,3,G,2.256364115,0.1199183,29600,18200,76.2285174,6.588917597,NA,21732.8,6997.4,2006.4,73.2,7.2,20,7.6,6.4,6,72.8,82
WYC32,4,G,0.063174621,0.352463622,6200,137400,10.18945502,2.565237425,5481.2,11533,6725,3189,6,7.2,5.2,6.4,5.2,6.4,873.2,106
WYC33,1,G,9.20E-02,7.60E-01,47200,71000,1.95248341,10.70895237,2708.8,12773,7217,17891,6.4,12.8,4.8,4.8,5.2,5.6,19.6,76.4
WYC33,2,G,0.195668277,0.695269221,5000,49200,39.13365533,14.13148823,3763.4,14499.4,12348.4,14072.2,14.8,10.4,5.2,5.6,5.6,5.6,73.2,225.2
WYC33,3,G,0.468769528,0.233872192,41200,21200,11.37790118,11.03170719,NA,5941.8,7598.2,7535.4,34.8,9.6,5.6,5.6,6.8,5.6,114.8,83.2
WYC33,4,G,0.073684499,0.054379182,22400,45800,3.289486577,1.187318395,13.6,10251.2,5969.8,6024.8,5.2,16,5.2,4.4,5.6,6.8,44.8,136.4
WYC34,1,G,2.50E-01,7.70E-01,1887200,101400,0.131261503,7.576601228,31.2,9649.4,6252.8,8493.4,21.2,16.8,8,6,6,9.2,39.2,166
WYC34,2,G,0.452230327,0.587052079,1249400,599200,0.361958002,0.979726434,28.2,1474,1172.8,3768.4,6.4,8,5.2,10,5.2,5.6,52.4,218.8
WYC34,3,G,1.61142447,0.282943307,235200,291800,6.851294515,0.96964807,NA,841.2,1824.4,2875.2,76.8,74,3.6,120,6.4,6.4,55.2,1109.6
WYC34,4,G,0.176960891,0.267700769,1959000,460000,0.090332257,0.581958194,10.2,2045.6,2585.4,4838,5.2,40.4,5.2,6.8,5.6,8.4,52.8,177.2
WYC35,1,G,1.50E-01,7.10E-01,118400,186200,1.252351846,3.834446136,152.6,5268,1800.6,16865.2,4.4,16.8,4.8,5.6,5.6,6.8,114,1045.6
WYC35,2,G,0.244201888,0.309026837,37000,70000,6.600051033,4.414669103,143,6761,1535.2,11320.4,4.8,7.6,5.2,6,4.8,5.2,436,1329.6
WYC35,3,G,1.41105186,0.228826768,280200,70600,5.035873875,3.24117235,NA,1729.6,5780.8,3871,27.6,59.6,6.4,14.4,5.6,5.6,67.2,331.2
WYC35,4,G,0.08788698,0.116799739,127800,258000,0.687691551,0.452712165,65.8,4503.4,8361.6,4519.2,4.4,13.2,4,5.6,4.8,7.2,54.8,754.8
WYC36,1,G,6.10E-02,8.20E-01,800,59400,76.51217036,13.82624963,13.6,17.6,7.6,7250.8,4,7.2,4.4,4.8,5.2,5.2,14.8,304
WYC36,2,G,0.106824321,0.509043994,1400,83400,76.30308658,6.103645015,13.2,15.6,9.8,7308.4,4,56,4.4,9.2,5.2,14.4,49.2,657.6
WYC36,3,G,2.205030637,0.215754607,113000,96000,19.51354546,2.247443824,NA,11.2,149.6,70.8,12.8,28,5.2,30.4,5.6,5.2,53.2,485.6
WYC36,4,G,0.059924439,0.039949244,2000,3800,29.96221946,10.51295907,7,12.6,18.2,5529.6,4.8,14,4.8,6.4,5.2,6.8,48.4,557.2
WYC37,1,G,2.00E-01,7.10E-01,31800,109000,6.153090461,6.550218995,3943.6,5372,2697.2,4251,18.4,22.8,6.4,9.2,7.2,12,138,2206.4
WYC37,2,G,0.265837839,0.387796159,40800,83600,6.515633312,4.638710036,4960.4,9640.8,4791.2,3748.6,28,26.8,9.2,12,11.6,16.8,1959.2,1621.6
WYC37,3,G,1.765478944,0.232181603,271600,24400,6.500290661,9.515639471,NA,5517.4,5612.8,1435.4,70.8,41.6,6.4,6.8,8.4,5.6,54,648
WYC37,4,G,0.114753322,0.072947386,251600,128400,0.456094283,0.568126058,2138.8,3646.6,3008.8,2152,5.6,24.4,4.8,6.4,8.4,10.8,52,1614.4
WYC38,1,G,3.30E-01,8.00E-01,69800,99000,4.762310405,8.086760065,2413.4,7088.2,2574.6,10215.8,9.2,12.8,5.2,5.2,5.6,6,96.8,871.2
WYC38,2,G,0.44411981,0.509043994,33200,63600,13.3771027,8.003836387,3125.6,11873,10446.4,10675,10.8,8.8,6,6.4,5.2,5.6,657.6,431.6
WYC38,3,G,1.584489407,0.108768469,864000,32000,1.833899776,3.399014652,NA,846.6,3869.4,888.4,25.2,12.8,5.2,5.2,6,5.6,146.4,262.4
WYC38,4,G,0.200179023,0.275246303,231200,93600,0.865826223,2.940665633,997.4,17358.2,5114,2506.2,5.2,18,4.8,7.2,5.6,8,58.4,1280
WYC39,1,G,2.00E-01,6.20E-01,87600,377200,2.319946847,1.654171487,7902.6,5068.8,848.4,5052.4,4,8,4.4,4.8,5.6,5.6,38.4,406
WYC39,2,G,0.279075757,0.319503534,59600,191400,4.682479146,1.669297461,11429.4,5541.6,8300,8983.4,6.8,8.4,4.4,4.8,6,6.8,659.2,472.8
WYC39,3,G,1.673228024,0.227162466,512400,112800,3.265472335,2.013851653,NA,8476,5666.8,1121.2,42.4,7.2,4,5.2,7.6,5.2,57.2,132
WYC39,4,G,0.232181603,0.147059966,308600,207600,0.752370716,0.708381339,1481.6,6922.2,5085.2,2263.8,6.4,7.2,5.2,5.2,5.2,7.2,103.6,374
WYC40,1,G,2.60E-01,6.00E-01,155600,209000,1.661176601,2.888159583,4051.4,8648.8,1383.8,5856.2,8.4,12.4,5.6,7.2,5.2,5.6,22,310.4
WYC40,2,G,0.542385509,0.254855079,131400,114600,4.127743596,2.223866309,12783.8,7951.2,3744.8,7765.2,6.8,8,6.4,14.8,4.4,6,195.6,386
WYC40,3,G,1.953062376,0.240723011,257200,189600,7.593555117,1.269636135,NA,2657,5225.6,1333.6,33.6,6.4,8,5.2,6.8,5.2,54,104
WYC40,4,G,0.271454717,0.186866347,467000,109400,0.581273483,1.708101897,9.6,6698.8,5455,3785.2,21.2,11.6,5.2,6,5.2,6.8,48.8,259.2
WYC43,1,G,1.80E-01,7.80E-01,47800,116200,3.789930861,6.714940693,519.2,2392.8,803.8,1276.2,5.6,7.6,5.2,5.6,4.8,5.6,11.2,81.2
WYC43,2,G,0.311102147,0.154479898,129000,56000,2.411644552,2.758569611,475,5870.2,7132.2,9564.2,72,20.4,8,10.8,5.6,9.2,53.6,282
WYC43,3,G,1.492758199,0.181158695,436200,79200,3.422187526,2.287357262,NA,12602.6,10597,2292.4,16.4,8,5.6,25.6,5.6,5.6,150.4,74.8
WYC43,4,G,0.118872221,0.113739825,274000,256400,0.433840224,0.443603062,10,3832.4,3129.2,3116.8,5.2,10.4,4.8,4.8,5.2,6.4,41.2,1185.2
WYD01,1,B,1.30E+00,3.70E-01,1015400,622000,1.232698169,0.58891693,8.4,10.6,24.6,23788.8,4,53.6,8,7.6,5.2,7.6,35.2,3863.2
WYD01,2,B,4.30E-01,6.40E-01,76000,249000,5.634378782,2.589431437,8.4,12.8,14.6,7313.4,4,9.2,4.8,4.8,5.2,5.6,42,191.2
WYD01,3,B,3.90E-01,4.70E-01,222400,558600,1.732755546,0.834198584,9.4,15.8,16.2,15.2,5.6,4.8,4.8,4.8,5.6,5.2,56,49.6
WYD01,4,B,1.40E-01,1.30E-01,298800,264000,0.456541601,0.482677387,203.4,17,20.8,203.4,5.2,15.2,5.6,7.2,6.4,6.4,51.6,82.4
WYD02,1,B,1.30E+00,8.30E-01,983400,426600,1.319380274,1.954701954,135.8,231.8,4533.6,18517,32.8,47.2,4.4,11.6,18.8,14.4,39.6,584
WYD02,2,B,3.70E-01,7.30E-01,23800,133400,15.39102228,5.466233254,74.6,3010.6,9103,6426.8,54,40.8,10,6.8,32,20,77.2,186.4
WYD02,3,B,2.30E-01,6.10E-01,176800,515000,1.303731924,1.17860168,187.4,1200.8,1903.2,695.4,28,29.6,5.2,5.6,12,8,73.2,55.2
WYD02,4,B,1.70E-01,3.00E-01,691600,317000,0.245980895,0.955395994,1496.6,1186,2613.4,1496.6,42.8,60.8,8,5.2,21.6,17.2,68.8,90.8
WYD03,1,B,1.30E+00,8.30E-01,937000,342600,1.347940584,2.433963378,11.6,14.4,28.6,5829.8,4.4,14.8,10.8,5.2,4.8,5.2,35.2,678
WYD03,2,B,3.70E-01,5.70E-01,100800,155200,3.633991371,3.657205829,7.6,8.2,8.8,12.6,4.4,4.4,4.4,4.8,4.8,5.2,41.2,90.4
WYD03,3,B,3.90E-01,7.90E-01,179400,255400,2.148075995,3.102658596,6.8,8.6,9,608.8,5.6,11.6,4.4,6,6,4.8,68.4,58.4
WYD03,4,B,1.80E-01,2.40E-01,264400,284400,0.664059297,0.852524511,8,7.6,7.8,8,4.8,5.2,5.2,10,5.2,6.4,53.6,75.2
WYD04,1,B,9.80E-01,6.80E-01,604800,182600,1.62327243,3.747079948,5474.6,7470.8,31297,20496.8,16.4,37.6,5.2,10.8,11.2,16.4,100,612.4
WYD04,2,B,3.10E-01,4.70E-01,23600,154000,13.00684253,3.025865774,8.6,8,5.2,11,4.4,4.4,4.4,4.4,5.2,4.8,41.2,75.6
WYD04,3,B,2.80E-01,7.00E-01,264400,382800,1.055505889,1.816272782,7.4,7,6.2,1929.6,6,4.8,4.8,4.8,5.6,5.2,66,49.6
WYD04,4,B,1.20E-01,2.00E-01,218800,210000,0.567499014,0.975066348,6.2,6.2,6.8,6.2,4.8,5.2,4.8,4.4,5.2,6.4,51.6,74
WYD05,1,B,8.50E-01,5.50E-01,269200,167200,3.160796148,3.281170767,70.4,5331.2,15410.6,17309.4,62.8,99.6,5.2,7.2,6,11.2,414.8,1068.4
WYD05,2,B,3.00E-01,5.00E-01,23800,215000,12.72523236,2.340204658,189,4151.4,6438.4,5745.6,38,34.4,6.8,5.6,6,6,549.6,426.4
WYD05,3,B,2.70E-01,6.80E-01,393200,212200,0.695182581,3.224395846,95.8,5192,2660.4,3143.8,87.2,50,4.4,4.8,7.6,5.6,124.4,362.8
WYD05,4,B,1.10E-01,1.80E-01,318800,241400,0.359953957,0.756311958,3643.2,4129,5075.4,3643.2,26.4,35.2,5.6,4.8,6,6.8,349.2,292
WYD07,1,B,1.20E+00,8.30E-01,670200,413200,1.825805828,2.018092579,527.4,4609.2,10934.8,10909.8,6.4,19.2,5.2,6.8,5.2,6,1284.8,3617.6
WYD07,2,B,3.00E-01,5.40E-01,33200,153600,8.999971518,3.511012273,217.4,7353.4,6134.4,5206.2,6,6.4,5.6,6,5.2,4.8,395.2,640
WYD07,3,B,2.80E-01,7.50E-01,567200,404400,0.498842219,1.851010029,1532.8,5839.4,9227.8,12099,48.4,26,5.6,7.2,6.8,5.6,117.2,980.8
WYD07,4,B,1.10E-01,2.10E-01,298400,165200,0.367794927,1.258245187,3801.6,4406,6131.8,3801.6,8.4,9.2,6,4.8,5.2,6.8,424.4,476.4
WYD08,1,B,9.40E-01,7.20E-01,395600,413600,2.363765141,1.744574179,138.2,5072.4,20108,8715.8,10,9.2,5.6,5.6,5.2,5.2,1612,1518.8
WYD08,2,B,2.40E-01,4.20E-01,28600,209600,8.416888504,1.981263517,248.8,7792.2,6465.6,3805.4,8.8,7.6,4.8,4.8,5.2,5.6,448.8,361.6
WYD08,3,B,2.50E-01,5.80E-01,422000,345000,0.599660723,1.692107411,600,3417.6,4367.6,3752.4,31.2,9.6,4.8,4.8,6,5.2,195.2,596.4
WYD08,4,B,8.30E-02,1.60E-01,334200,184800,0.248211902,0.842760626,2783.6,7428.8,4188.2,2783.6,9.6,10.4,5.2,4.8,5.2,7.2,352.8,278.8
WYD10,1,B,9.60E-01,8.10E-01,274000,114200,3.514231892,7.118719307,123.2,5948,27254.2,7796.6,12,10.8,6,5.2,5.2,4.8,1998,1448.8
WYD10,2,B,3.00E-01,6.00E-01,56000,304800,5.371872714,1.980398139,186.2,6798,5998.8,3219,14.8,11.2,6.4,6,6,6,557.6,377.6
WYD10,3,B,2.40E-01,7.50E-01,141400,466800,1.702425822,1.603574241,370.4,5446,8032.4,5496.6,44.8,14.4,4.8,4.8,6.8,5.6,259.6,1391.6
WYD10,4,B,1.30E-01,1.30E-01,629000,312800,0.206093261,0.41798527,2635,5416.4,5305.4,2635,17.6,14.4,6,4.8,5.6,6.4,466,283.2
WYD11,1,B,9.60E-01,8.70E-01,578600,144200,1.656112268,6.050609898,301.6,5604.2,27974.2,12705,30.4,12.4,4.4,5.6,4.8,5.2,2058.8,1612.4
WYD11,2,B,3.60E-01,6.60E-01,81000,90200,4.464808931,7.344691115,1785.4,7786.4,5159.2,3865.4,9.2,11.2,5.2,5.2,5.2,5.2,438,381.6
WYD11,3,B,3.80E-01,8.60E-01,232600,289600,1.625694356,2.967832518,1902.4,5103.8,3987.4,4037.4,39.2,12.4,4.8,5.2,6,5.2,231.2,607.6
WYD11,4,B,1.70E-01,1.60E-01,392800,138400,0.433096708,1.152986891,4277,6350.4,4508,4277,14,16.8,5.6,4.8,5.2,6.4,378.4,388.8
WYD12,1,B,6.50E-01,8.50E-01,396400,103600,1.644339386,8.171916714,8.2,13.4,30.8,5061.8,4.4,55.2,4.4,5.6,4.8,7.6,35.2,627.2
WYD12,2,B,3.50E-01,6.30E-01,61600,230000,5.611769624,2.727776726,9,16.2,21,4207,4.4,39.2,4.8,5.6,5.2,9.6,41.2,98.4
WYD12,3,B,3.00E-01,7.10E-01,498000,416600,0.595949896,1.695749451,9.4,1224.8,823.2,590,18.4,12.4,4.4,5.2,6,5.2,84,127.6
WYD12,4,B,1.40E-01,2.00E-01,399800,187800,0.349923457,1.049859763,14.6,22.8,17.4,14.6,5.2,5.2,4.8,4.4,5.2,6.4,53.6,73.6
WYM01,1,G,1.60E-01,8.00E-01,121800,32200,1.331402439,24.73591944,5132.8,12006.2,12948,4569.4,8.8,8.8,5.2,4,4.8,5.2,198.8,314.8
WYM01,2,G,6.10E-01,9.80E-01,20400,35200,29.91900677,27.75615436,10428.6,13609.2,4955.8,6177.8,10.4,10.8,4,4.4,4.8,5.6,434.8,577.2
WYM01,3,G,1.0548296,0.436114239,158000,135400,6.676136706,3.220932343,NA,9258.6,7656.8,4145.2,75.2,20,9.2,7.2,6.4,6,154,465.6
WYM01,4,G,0.354744208,0.415272833,236800,67200,1.498075202,6.179655256,14.4,4434,5220.8,4160.4,5.2,18.4,4.8,4.4,5.6,7.2,50,553.6
WYM03,1,G,3.60E-01,1.00E+00,43400,7600,8.226621352,137.4826242,9573.8,10885.6,10795.6,4247.4,19.2,13.2,10.4,7.2,5.6,5.2,130.8,240.4
WYM03,2,G,5.00E-01,7.00E-01,15800,19400,31.47425683,35.83861964,10491.2,7398.6,5578.8,6558.2,6,14,5.6,9.6,4.8,5.6,334.8,472.4
WYM03,3,G,1.631840304,0.514993487,121600,60000,13.41973934,8.583224777,NA,4312.2,5353,4384.8,19.6,15.2,5.2,7.2,6,5.6,180.8,349.2
WYM03,4,G,0.253056825,0.254855079,188200,45600,1.344616499,5.588927172,4586,6785,5403.2,1989.8,5.6,14.4,5.2,6,5.6,6.8,58.4,318.4
WYM04,1,G,2.70E-01,8.10E-01,10000,48200,26.77007693,16.86634325,21,22.6,15,3831,4,38.4,4.4,4.4,4.8,8.8,12.8,59.2
WYM04,2,G,2.60E-01,5.50E-01,26400,34600,9.860033399,15.85583099,18.6,24.6,13.8,9472.8,3.6,10.4,3.6,4.8,4.4,4.8,39.6,792
WYM04,3,G,2.213527393,0.468769528,63800,77000,34.69478672,6.087915954,NA,22.6,485.6,6547.6,12,10.8,4.8,9.6,5.2,5.6,54,82.8
WYM04,4,G,0.237279854,0.150737161,95000,21000,2.497682672,7.177960054,3057.2,19.8,16.2,13,6.8,5.2,5.6,4.8,5.2,6.4,648,70.4
WYM05,1,G,3.50E-01,8.30E-01,957600,1023400,0.368069781,0.810691499,23.6,23.4,11.6,3654.6,4,30.8,4.4,4.4,4.4,6.4,10.4,53.6
WYM05,2,G,6.40E-01,6.40E-01,64200,65400,10.04312193,9.751920359,20.2,22.4,13.8,11163.6,3.6,4.8,3.6,4.4,4,4.8,39.6,829.2
WYM05,3,G,1.846342299,0.497293258,193600,81000,9.536892041,6.139422936,NA,18.4,23.2,7419.4,5.6,10.4,4.4,4.8,5.2,5.6,60.4,386
WYM05,4,G,0.281004756,0.304906058,239600,307000,1.172807828,0.993179341,60.8,21.4,17.8,14.8,4.8,6,4.8,4.4,4.8,6.4,46.4,67.2
WYM06,1,G,3.00E-01,8.60E-01,66400,58200,4.561152562,14.8420376,6702,7130,6570.2,9131.2,8.4,14,6,5.6,4.8,5.6,20.4,298.8
WYM06,2,G,5.20E-01,5.80E-01,35800,50200,14.6371812,11.49933044,16938.4,4169.4,5464.8,6136.2,10,11.2,6,10,5.2,5.6,231.6,343.2
WYM06,3,G,1.584489407,0.436114239,212800,106800,7.445908866,4.083466659,NA,4349.2,5495.4,5050.2,34.4,19.2,5.2,5.6,6.8,6,51.6,250.4
WYM06,4,G,0.292780355,0.354744208,190800,80000,1.534488236,4.434302597,8.4,6991,5615.8,2799.2,5.2,12.8,4.8,4.8,4.4,7.2,48.8,207.6
WYM07,1,G,2.60E-01,6.90E-01,72000,110000,3.666447686,6.253516535,2239.6,4885.8,8974.4,5796.2,6.8,9.2,6.4,5.2,4.8,5.2,55.2,317.2
WYM07,2,G,5.70E-01,6.80E-01,84600,39400,6.785232596,17.36590859,3648.6,6506.8,4024.8,4956,10.8,10,6,7.2,5.2,5.2,220.4,356
WYM07,3,G,1.631840304,0.509043994,60000,65200,27.1973384,7.807423224,NA,3314.8,3923.4,4632.6,53.6,35.2,4.4,4.4,6,5.6,209.2,240.4
WYM07,4,G,0.328066557,0.281004756,131000,41000,2.50432486,6.853774528,10.8,3818.6,3886,2936.8,5.2,11.6,6,5.2,4.8,6.8,46,257.6
WYM08,1,G,3.90E-01,8.50E-01,65800,132200,5.856608412,6.436356452,4847.8,8762.6,5640,5166.4,11.2,14.4,6.8,6,7.2,8.4,59.6,367.6
WYM08,2,G,7.90E-01,7.90E-01,46600,42800,16.91751956,18.51446274,5023.6,4307.8,3108.4,6299.2,9.6,23.2,5.2,9.2,6.4,11.6,194.8,483.2
WYM08,3,G,2.433678953,0.410176336,89800,140000,27.10110193,2.929830974,NA,4255,4097,4469.4,61.6,24.4,4.8,4,5.6,5.2,50,356.8
WYM08,4,G,0.402615994,0.290793611,224600,87200,1.792591245,3.334789116,1374.8,2435,3881.2,2772,5.2,18,5.2,6,5.2,14.4,51.2,414
WYM09,1,G,3.00E-01,1.00E+00,78000,20200,3.882827309,51.48081808,5685.4,13246.6,15756,10794.2,6.4,8,5.6,5.2,4.8,5.6,25.6,104.8
WYM09,2,G,6.50E-01,1.10E+00,10200,26200,63.90354241,40.26067174,7430.8,4412.2,6434.4,10417,12.4,6.4,4,5.6,5.6,6.4,68,181.2
WYM09,3,G,1.303286499,0.400118265,50400,44800,25.85885911,8.93121128,NA,4471.6,5329.6,7342,19.6,10.8,9.6,8.8,6.4,6,51.2,112.8
WYM09,4,G,0.446811614,0.412718938,131200,43400,3.405576324,9.509652943,4024.6,7074.2,6120.4,5054.6,8,7.6,5.6,5.2,5.6,7.2,389.2,112.4
WYM10,1,G,3.40E-01,1.00E+00,100000,46000,3.367930879,22.49943478,7046.2,11649.8,5658,2009.6,7.6,7.6,4.8,4.8,4.8,5.6,488.8,495.6
WYM10,2,G,5.70E-01,6.20E-01,46000,100600,12.40886972,6.202320925,6308.2,6110.6,3187.2,2803.6,12.8,10,4,4.8,4.4,5.2,498,569.6
WYM10,3,G,1.729576884,0.482880221,38400,27200,45.0410647,17.75294931,NA,5603.8,7307,4502,170,40,4.4,4.8,7.6,6,56.4,920.8
WYM10,4,G,0.339000489,0.263984233,191400,63800,1.771162431,4.137683909,1810.6,3468.6,3169.6,1444,4.8,84.8,5.6,4.4,5.2,6.4,53.6,383.6
WYM11,1,G,2.80E-01,9.60E-01,5000,54200,56.20095113,17.76567414,448.4,6456.6,14038.4,7558.8,6.4,14.4,4.4,3.6,4.8,4.4,15.2,151.6
WYM11,2,G,5.30E-01,7.30E-01,32200,44000,16.4622804,16.48564724,160,6434.6,5953.4,9510,4.4,20,4,4.8,4.8,4.8,42,695.6
WYM11,3,G,1.673228024,0.438771153,90800,22800,18.42762142,19.24434882,NA,1791.4,2831.2,6441.6,7.2,1979.2,4.4,34.4,5.6,7.2,61.6,97.6
WYM11,4,G,0.30286053,0.282943307,115000,31400,2.633569827,9.010933338,481,3256.4,5796.4,4750,4.8,5.6,4.8,5.2,5.2,6.8,51.6,72.8
WYM12,1,G,3.50E-01,1.00E+00,12600,77200,27.97330334,12.90245789,16.6,17,15.8,7464.8,3.6,28,4.4,6.8,4.4,10.4,16,70.8
WYM12,2,G,4.50E-01,5.30E-01,46000,54200,9.71329595,9.7240217,7.2,19.6,15.4,9148.6,3.6,6,4,6.4,4.8,4.8,40.8,738
WYM12,3,G,1.631840304,0.433468894,156600,20400,10.42043617,21.2484752,NA,13.4,15708.4,6861.2,35.2,17.6,9.2,7.2,5.6,5.6,131.6,330.4
WYM12,4,G,0.290793611,0.260304882,98400,30000,2.955219623,8.676829391,13,12.6,15,14.4,5.6,5.6,4.8,5.2,4.8,6.4,51.2,73.2
WYM13,1,G,3.40E-01,9.50E-01,48800,109800,6.946731336,8.684607283,22.8,26.6,14.2,3378.4,4,55.2,4.4,4.4,5.6,8,14,65.6
WYM13,2,G,5.40E-01,7.20E-01,63800,70800,8.50134026,10.13782046,20.2,34.2,13.2,7724.4,3.6,5.6,3.6,4.8,4.8,4.8,40,647.2
WYM13,3,G,1.801912858,0.425601965,387600,79000,4.648897982,5.387366643,NA,6673.4,3074.6,784.8,123.6,9.6,4.4,4.4,6.4,5.2,51.2,130.4
WYM13,4,G,0.334596023,0.277156282,172000,42800,1.945325717,6.475614077,5545.6,19.2,21,3275.2,5.2,175.6,4.8,6,5.2,8.8,51.6,94.8
WYM14,1,G,3.00E-01,7.60E-01,479600,31600,0.618813696,23.93645158,5796.8,10623.2,6164,11589,8.8,14.8,4.8,5.2,13.6,17.2,36.4,728.8
WYM14,2,G,5.80E-01,4.80E-01,61200,56800,9.485542002,8.451303163,6067.8,10770.2,6979,8309.2,12,16.4,4.8,7.2,20.8,28.4,357.6,1481.6
